word,percentage_known,Prevalence,concreteness,AoA,valence,arousal,dominance
scary,1.00,2.58,3.00,2.00,3.00,5.35,3.70
scat,0.96,1.66,3.33,4.00,3.68,5.33,5.17
scatter,1.00,2.43,3.55,2.00,3.90,4.52,4.21
scavenger,0.99,2.33,3.93,13.00,3.85,5.14,4.29
scenario,0.99,2.16,2.62,10.00,5.58,2.91,5.96
scene,0.99,2.25,3.93,4.00,5.94,1.95,5.29
scenery,0.99,2.13,3.38,4.00,6.18,4.43,5.63
scenic,0.99,2.06,3.07,6.00,6.90,3.88,6.37
scent,0.99,2.19,3.97,4.00,6.50,5.05,5.31
schedule,1.00,2.34,3.48,4.00,4.71,3.35,6.95
scheme,1.00,2.58,2.41,6.00,3.80,5.57,4.71
schizophrenia,0.98,1.96,2.33,13.00,3.42,6.76,3.35
scholar,0.99,2.22,3.50,6.00,6.33,4.25,6.04
scholarly,0.98,2.05,1.80,10.00,6.43,5.40,6.17
scholarship,1.00,2.44,2.96,8.00,6.76,5.80,6.08
scholastic,0.98,1.94,2.44,8.00,6.63,3.80,6.67
school,1.00,2.44,4.79,2.00,5.41,4.57,5.88
schoolboy,0.96,1.75,4.50,2.00,5.53,2.89,4.48
schoolgirl,0.94,1.54,4.66,4.00,5.91,4.86,5.90
schoolhouse,0.98,1.95,4.86,2.00,6.00,3.20,4.57
schooling,1.00,2.43,3.07,4.00,6.20,4.52,5.50
schoolmaster,0.98,1.97,4.76,2.00,4.95,3.24,4.80
schoolteacher,0.89,1.23,4.88,4.00,5.14,3.95,5.23
schoolyard,0.98,1.91,4.64,2.00,5.41,5.37,5.14
schooner,0.81,0.85,4.12,6.00,4.95,2.29,5.38
science,1.00,2.44,2.79,4.00,6.32,5.25,6.74
scientific,1.00,2.34,2.45,4.00,5.95,4.22,6.12
scientist,1.00,2.43,4.24,4.00,5.83,4.14,6.68
scissors,0.99,2.21,4.85,2.00,5.03,4.02,6.89
scoff,0.97,1.87,3.15,8.00,3.47,3.40,5.70
scold,1.00,2.33,3.07,4.00,2.77,4.19,4.59
scone,0.98,2.00,4.85,14.00,5.62,4.35,5.48
scoop,0.99,2.31,4.15,2.00,5.24,3.39,6.11
scoot,0.98,2.01,2.89,6.00,5.74,4.24,5.13
scooter,1.00,2.34,4.96,4.00,5.42,3.72,5.35
scope,1.00,2.33,3.74,12.00,5.17,3.48,4.83
scorch,0.99,2.07,4.08,4.00,3.45,4.90,5.59
scorching,0.99,2.19,3.29,4.00,3.54,4.98,4.34
score,1.00,2.33,3.38,2.00,6.50,6.35,7.32
scorn,0.98,1.95,2.59,6.00,3.07,4.53,4.05
scornful,0.99,2.18,2.04,8.00,2.50,4.71,5.04
scorpion,0.98,2.03,4.84,8.00,3.68,6.45,4.67
scotch,1.00,2.58,4.55,12.00,5.89,4.20,5.32
scour,0.97,1.81,3.42,10.00,4.89,4.09,5.32
scourge,0.95,1.61,2.31,14.00,4.13,4.91,4.25
scout,1.00,2.43,4.00,4.00,6.00,4.52,5.32
scowl,0.98,2.00,3.85,10.00,3.24,4.56,4.74
scrabble,0.99,2.18,4.47,8.00,6.14,3.52,6.56
scram,0.98,1.91,3.04,4.00,3.57,3.65,4.50
scramble,1.00,2.34,3.31,4.00,5.21,4.85,5.00
scrap,1.00,2.43,4.15,4.00,4.71,3.43,5.18
scrapbook,1.00,2.58,4.76,4.00,5.71,3.90,6.91
scrape,1.00,2.34,4.15,4.00,3.74,4.50,4.41
scrappy,1.00,2.43,2.30,12.00,4.00,4.78,4.78
scratch,0.99,2.31,4.16,2.00,4.95,4.35,4.50
scrawny,0.99,2.18,3.14,8.00,3.89,4.26,3.61
scream,0.99,2.27,4.32,2.00,3.02,6.74,4.51
screech,0.99,2.32,3.77,6.00,3.50,6.05,4.88
screen,1.00,2.58,4.60,2.00,5.55,4.09,5.63
screw,0.99,2.33,4.81,4.00,5.24,5.40,5.16
screwball,0.97,1.86,3.54,4.00,4.57,4.05,4.58
screwdriver,1.00,2.44,4.90,4.00,5.76,3.80,6.09
screwy,0.95,1.61,1.83,6.00,3.86,4.19,4.84
scribble,0.98,1.98,4.10,6.00,5.21,3.76,5.60
scrimmage,0.91,1.34,3.04,8.00,4.91,5.63,4.75
script,1.00,2.43,4.72,6.00,5.42,3.65,4.67
scripture,1.00,2.34,3.86,8.00,5.47,2.89,5.15
scroll,0.99,2.13,4.11,6.00,5.32,3.86,5.82
scrotum,1.00,2.35,4.87,12.00,4.80,4.62,5.24
scrounge,0.98,1.96,3.08,10.00,3.67,4.05,4.43
scrub,0.99,2.25,3.86,2.00,4.53,3.95,5.17
scrumptious,0.99,2.09,2.38,8.00,7.20,4.95,5.85
scrutiny,0.98,2.03,2.26,14.00,3.83,4.05,3.56
scuba,1.00,2.44,4.23,8.00,5.86,3.86,5.05
scuff,0.97,1.86,3.68,6.00,3.26,3.82,4.33
scuffle,0.98,1.91,3.62,8.00,3.78,4.41,5.50
sculptor,0.99,2.17,4.09,6.00,5.91,4.87,6.05
sculpture,0.99,2.33,4.79,6.00,6.50,3.48,5.62
scum,1.00,2.34,3.90,6.00,2.12,5.20,4.87
scurry,0.98,1.96,3.67,8.00,2.95,4.59,4.13
scurvy,0.99,2.17,3.43,10.00,2.76,5.18,4.12
scuttle,0.98,1.90,3.35,12.00,4.50,3.86,4.93
sea,1.00,2.58,4.79,2.00,6.56,2.80,5.22
seaboard,0.95,1.62,3.68,12.00,5.75,3.45,5.95
seafood,0.99,2.25,4.83,4.00,6.45,4.73,5.54
seagull,0.99,2.22,5.00,8.00,5.27,2.90,4.41
seal,1.00,2.33,4.63,2.00,5.00,2.50,5.63
seam,0.97,1.79,4.50,2.00,5.25,3.50,5.33
seaman,0.97,1.87,4.42,2.00,5.28,4.30,5.60
seamstress,0.99,2.18,4.43,6.00,5.60,3.18,5.45
search,0.99,2.25,3.00,4.00,5.56,3.85,5.00
searchlight,0.98,1.99,4.63,8.00,5.35,3.65,5.45
seashore,0.99,2.10,4.63,2.00,7.68,3.00,6.00
seasick,0.99,2.15,3.18,4.00,1.89,5.00,2.39
seaside,1.00,2.43,4.46,4.00,7.67,4.41,5.76
season,1.00,2.33,3.32,2.00,6.71,3.20,6.16
seasonal,1.00,2.33,2.96,8.00,6.58,4.30,4.68
seasoning,1.00,2.44,4.67,6.00,6.38,2.55,6.04
seat,1.00,2.44,4.78,2.00,5.22,3.00,6.05
seaweed,1.00,2.33,4.89,4.00,4.52,3.90,5.14
secluded,0.99,2.12,3.07,8.00,5.21,3.45,4.39
seclusion,0.99,2.06,2.38,8.00,3.91,3.23,5.05
second,0.99,2.31,3.30,2.00,5.23,3.48,5.35
secondary,1.00,2.58,2.37,10.00,4.77,3.85,4.96
secrecy,0.98,1.93,2.00,6.00,4.15,5.18,5.08
secret,1.00,2.44,2.19,2.00,5.33,4.14,5.41
secretary,1.00,2.34,4.54,4.00,5.18,3.80,6.68
secretive,0.98,2.00,2.25,10.00,4.15,5.73,5.81
sect,0.94,1.51,3.52,13.00,3.81,3.50,4.71
section,1.00,2.44,3.24,4.00,5.05,3.75,6.00
sector,0.99,2.23,3.41,12.00,4.67,4.00,5.18
secular,0.98,1.99,2.43,14.00,4.81,3.52,5.09
secure,1.00,2.34,2.69,6.00,7.08,3.60,7.00
security,1.00,2.58,2.82,6.00,6.41,4.19,6.00
sedan,0.94,1.51,4.72,6.00,5.05,3.39,6.00
sedate,0.99,2.18,2.96,13.00,4.80,4.00,4.76
sedation,0.99,2.33,2.87,8.00,4.38,3.48,4.12
sedative,0.99,2.13,4.56,8.00,4.89,3.45,4.21
sediment,0.99,2.12,4.00,12.00,5.11,2.91,4.43
seduce,0.99,2.33,2.18,12.00,6.74,6.23,6.18
seduction,1.00,2.58,2.21,13.00,6.86,7.16,4.90
seductive,0.99,2.24,2.48,13.00,6.20,6.52,5.85
see,1.00,2.43,3.21,2.00,6.27,3.90,6.00
seed,1.00,2.58,4.71,2.00,6.38,3.68,5.19
seedy,0.97,1.88,2.58,14.00,3.86,4.05,4.70
seek,1.00,2.58,2.68,4.00,6.25,3.90,6.16
seeker,0.99,2.32,3.44,6.00,6.33,4.95,5.85
seesaw,0.99,2.13,4.92,2.00,6.50,4.58,5.14
segment,1.00,2.33,3.40,8.00,4.63,3.61,5.29
segregation,0.99,2.11,2.65,8.00,3.05,4.09,3.59
seismic,0.94,1.48,3.07,14.00,4.45,4.32,3.78
seize,0.98,2.03,3.97,4.00,3.79,4.06,5.18
seizure,0.98,1.98,3.79,8.00,3.05,4.67,3.59
select,1.00,2.34,2.48,4.00,6.10,4.05,5.46
selection,1.00,2.35,2.34,2.00,5.10,3.95,6.82
selective,0.99,2.25,2.12,4.00,5.21,3.95,6.45
self,0.99,2.32,3.10,4.00,6.86,4.78,7.74
selfish,0.99,2.26,1.92,4.00,3.30,4.57,5.32
selfishness,1.00,2.43,1.97,4.00,2.95,4.57,4.94
selfless,0.99,2.25,1.61,8.00,7.11,4.52,6.63
sell,1.00,2.58,3.35,2.00,5.33,4.19,5.88
seller,0.99,2.25,3.57,6.00,4.82,4.09,4.68
sellout,0.98,2.05,2.71,12.00,3.74,3.83,3.50
seltzer,0.89,1.23,4.20,12.00,4.33,2.90,4.40
semantics,0.97,1.87,1.70,13.00,5.00,4.21,5.11
semblance,0.91,1.33,2.00,14.00,5.00,3.83,5.10
semen,0.98,1.90,4.79,10.00,3.85,5.00,4.16
semester,0.99,2.18,3.07,6.00,5.00,4.20,4.95
semi,0.98,1.93,2.74,8.00,5.57,3.32,4.95
seminary,0.96,1.68,3.50,10.00,5.64,3.81,5.12
senate,0.99,2.06,3.81,6.00,3.38,3.63,3.52
senator,1.00,2.33,4.59,6.00,4.32,3.75,5.84
send,0.99,2.28,2.70,2.00,6.18,3.43,5.94
senile,0.99,2.07,2.46,13.00,3.14,3.68,3.00
senior,0.99,2.16,2.97,6.00,4.79,3.44,5.26
seniority,0.98,1.90,2.34,12.00,5.00,3.55,6.20
senorita,0.80,0.83,4.18,6.00,7.10,5.40,5.77
sensation,0.99,2.24,2.87,6.00,6.14,4.96,5.89
sensational,1.00,2.45,1.72,6.00,7.21,5.70,6.37
sense,0.99,2.32,2.61,4.00,6.09,3.70,6.29
senseless,1.00,2.58,1.69,4.00,3.32,3.96,3.36
sensible,1.00,2.58,1.52,4.00,6.74,3.72,6.00
sensitive,1.00,2.58,2.21,8.00,6.33,3.68,5.00
sensitivity,1.00,2.43,1.77,10.00,5.50,5.30,5.42
sensor,0.99,2.20,3.96,13.00,4.60,3.47,5.05
sensory,1.00,2.43,2.55,12.00,6.15,4.52,5.96
sensual,1.00,2.44,2.26,12.00,7.40,6.35,6.31
sensuous,0.95,1.61,1.90,12.00,5.79,5.86,5.61
sentence,1.00,2.58,3.57,4.00,5.13,3.09,6.53
sentiment,0.99,2.32,2.10,8.00,6.20,3.54,5.32
sentimental,1.00,2.43,1.68,6.00,6.27,2.95,6.73
sentinel,0.95,1.60,3.67,12.00,4.38,3.45,4.44
sentry,0.93,1.44,4.04,8.00,4.16,3.59,4.70
separate,0.98,2.04,3.25,2.00,3.95,3.91,4.14
separation,0.99,2.25,2.96,6.00,3.05,3.67,4.00
septic,0.99,2.24,3.74,12.00,3.50,3.76,3.05
sequel,0.99,2.31,2.86,12.00,5.76,3.35,4.90
sequence,0.99,2.32,3.10,8.00,5.84,2.90,5.92
serenade,0.98,2.05,3.50,8.00,6.43,3.32,6.58
serendipity,0.96,1.73,1.62,14.00,6.95,3.23,5.22
serene,0.98,1.92,2.07,12.00,6.90,4.67,6.50
serenity,0.99,2.23,1.62,12.00,7.75,2.95,5.97
sergeant,0.97,1.78,4.70,6.00,3.89,5.10,3.83
serial,1.00,2.42,2.44,6.00,3.45,4.33,5.86
series,1.00,2.43,2.92,6.00,5.23,3.62,6.05
serious,1.00,2.58,2.10,6.00,5.88,4.05,5.67
seriousness,0.99,2.18,1.50,6.00,4.33,3.90,5.41
sermon,0.98,1.94,3.34,4.00,4.86,3.10,5.32
serpent,0.99,2.19,4.97,8.00,3.45,4.83,3.59
serum,0.97,1.80,4.27,6.00,4.10,3.78,5.38
servant,1.00,2.44,4.64,4.00,4.00,3.77,4.71
serve,1.00,2.33,3.78,2.00,5.36,3.70,6.47
server,0.99,2.25,4.55,4.00,5.35,3.71,5.14
service,1.00,2.43,2.21,2.00,6.83,2.95,5.33
servitude,0.97,1.80,2.32,13.00,3.00,4.50,2.46
sesame,0.99,2.07,4.50,12.00,5.45,3.95,5.91
session,1.00,2.58,2.58,6.00,5.10,3.38,5.21
set,0.99,2.32,3.41,4.00,5.23,3.10,5.81
setback,1.00,2.44,1.97,8.00,3.22,3.95,3.36
settle,1.00,2.43,2.31,4.00,5.62,3.40,6.16
settlement,0.99,2.30,3.07,4.00,5.67,3.36,4.93
seven,1.00,2.44,3.72,2.00,4.90,3.80,5.64
seventeen,0.99,2.26,3.19,2.00,5.90,3.38,4.56
seventy,1.00,2.35,3.36,2.00,4.55,3.48,5.19
sever,0.98,1.91,4.00,12.00,3.52,5.39,4.38
severance,0.97,1.88,2.68,12.00,3.89,3.32,3.68
severe,1.00,2.35,2.43,6.00,3.21,5.43,4.05
severity,1.00,2.36,1.76,10.00,3.80,5.48,5.21
sewage,0.98,2.03,4.52,6.00,2.33,4.09,3.89
sewer,0.99,2.19,4.46,6.00,2.90,3.39,4.12
sewing,1.00,2.43,4.40,4.00,5.05,3.45,6.26
sex,1.00,2.43,4.10,2.00,6.73,7.60,6.17
sexual,1.00,2.44,2.50,6.00,6.64,6.95,7.00
shabby,1.00,2.58,2.81,4.00,4.11,4.05,3.71
shack,0.99,2.22,4.93,6.00,3.89,3.33,4.35
shade,1.00,2.33,3.38,2.00,5.91,2.91,6.25
shadow,1.00,2.34,4.54,2.00,5.07,3.10,4.41
shadowy,0.98,1.94,2.92,4.00,4.48,4.48,3.86
shady,0.99,2.26,2.96,4.00,3.71,4.29,4.96
shaft,1.00,2.43,4.71,6.00,4.86,4.65,5.32
shag,0.98,2.00,3.15,12.00,5.38,4.95,4.86
shake,1.00,2.44,4.07,2.00,4.59,5.20,6.37
shakedown,0.97,1.83,2.73,12.00,4.05,5.55,4.70
shaker,1.00,2.43,4.11,2.00,5.19,3.58,5.70
shaky,0.97,1.76,3.40,4.00,3.16,4.33,3.80
shall,1.00,2.35,2.33,6.00,5.86,3.52,5.89
shallow,1.00,2.58,3.45,4.00,3.86,3.00,5.95
sham,0.98,1.96,3.07,12.00,3.45,3.14,3.33
shaman,0.89,1.19,4.08,12.00,5.21,4.17,4.69
shame,0.99,2.23,2.24,4.00,2.62,5.40,5.21
shameful,0.99,2.29,1.71,8.00,3.00,4.81,4.35
shameless,1.00,2.44,1.89,8.00,3.89,4.17,4.58
shampoo,0.99,2.30,4.68,2.00,5.75,3.18,6.32
shank,0.99,2.18,4.18,10.00,3.40,4.90,4.09
shanty,0.94,1.52,3.97,8.00,3.14,4.56,4.50
shape,0.99,2.25,3.14,4.00,5.41,3.60,5.84
shard,0.95,1.64,4.21,14.00,4.05,4.18,3.89
share,0.99,2.32,2.96,2.00,6.22,3.20,6.44
shareholder,1.00,2.34,3.72,4.00,4.48,2.96,4.94
shark,1.00,2.44,4.93,4.00,4.02,5.27,4.87
sharp,1.00,2.58,3.86,2.00,5.24,6.00,4.92
sharpen,0.99,2.24,3.72,4.00,5.67,4.74,5.67
sharpshooter,0.97,1.88,4.59,6.00,4.26,5.62,4.75
shatter,1.00,2.44,3.96,6.00,3.44,5.29,4.57
shave,0.99,2.19,4.23,2.00,4.90,3.11,6.19
shaver,0.97,1.86,4.35,6.00,5.39,4.22,5.44
shawl,0.96,1.66,5.00,4.00,4.90,3.35,5.24
shear,0.99,2.07,3.37,6.00,5.21,3.57,5.15
sheath,0.99,2.14,4.48,8.00,4.85,4.05,5.95
shed,0.99,2.18,4.55,6.00,5.37,3.64,5.59
sheep,1.00,2.44,4.90,2.00,5.32,2.95,4.42
sheer,0.98,2.04,3.35,10.00,5.38,5.55,5.44
sheet,1.00,2.58,4.93,2.00,5.57,2.64,5.00
sheik,0.88,1.15,4.60,10.00,5.15,4.39,4.92
shelf,1.00,2.43,4.96,4.00,5.62,3.09,6.00
shell,1.00,2.33,4.80,4.00,6.05,3.23,5.62
shellfish,0.99,2.17,4.53,4.00,5.00,2.90,5.09
shelter,1.00,2.43,4.64,4.00,6.50,3.25,6.11
shepherd,0.99,2.17,4.67,2.00,5.75,3.05,5.72
sherbet,0.94,1.54,4.83,4.00,6.36,4.65,6.37
sheriff,0.99,2.10,4.50,4.00,4.44,4.30,3.67
sherry,0.97,1.80,4.32,6.00,5.95,3.65,5.25
shield,1.00,2.34,4.66,4.00,5.91,3.65,6.41
shift,0.99,2.33,2.81,4.00,4.95,3.82,5.38
shifty,0.99,2.13,1.91,8.00,3.37,4.78,4.72
shilling,0.95,1.57,4.46,6.00,5.36,3.76,5.32
shimmer,0.99,2.09,3.28,8.00,6.95,5.37,5.52
shimmy,0.96,1.74,3.81,10.00,6.52,5.20,5.97
shin,0.98,2.06,4.86,4.00,5.09,3.68,5.88
shindig,0.95,1.62,3.52,8.00,6.90,5.80,6.19
shine,1.00,2.33,3.85,2.00,7.27,5.19,5.96
shiner,0.97,1.84,3.79,6.00,4.84,4.00,4.88
shingle,0.99,2.12,4.82,6.00,4.45,3.71,4.52
shiny,0.99,2.06,3.33,4.00,6.68,4.45,6.17
ship,1.00,2.58,4.87,2.00,6.14,3.94,5.84
shipment,1.00,2.44,4.48,2.00,5.26,3.91,6.05
shipping,1.00,2.42,3.59,6.00,5.60,4.41,6.08
shipshape,0.93,1.48,2.76,4.00,5.20,4.29,5.57
shipwreck,1.00,2.33,4.30,4.00,3.84,6.85,3.48
shipyard,0.99,2.15,4.79,2.00,5.05,3.52,4.65
shirt,1.00,2.43,4.94,2.00,5.56,2.30,5.67
shiver,0.98,2.02,3.88,4.00,3.61,4.65,3.04
shock,1.00,2.44,4.00,4.00,3.90,5.95,5.79
shocker,1.00,2.33,2.71,6.00,4.35,4.62,3.92
shocking,1.00,2.43,2.46,6.00,4.63,5.30,4.12
shoddy,0.93,1.43,2.87,10.00,4.14,4.80,4.83
shoe,0.99,2.31,4.97,2.00,5.78,2.40,5.44
shoelace,0.98,2.04,5.00,2.00,5.71,3.13,5.38
shoemaker,0.99,2.07,4.54,2.00,5.86,2.70,5.83
shoeshine,0.98,1.92,4.21,2.00,5.68,2.90,5.75
shoot,1.00,2.58,3.97,2.00,3.50,6.00,4.67
shop,1.00,2.43,4.31,2.00,5.89,4.76,5.72
shopkeeper,0.99,2.27,4.43,2.00,5.35,3.57,6.00
shoplifter,1.00,2.58,4.32,6.00,2.26,5.59,4.86
shopper,1.00,2.44,4.44,2.00,5.29,3.94,6.06
shoreline,0.99,2.17,4.87,6.00,6.29,4.42,5.81
short,1.00,2.43,3.61,2.00,5.67,2.62,4.39
shortage,0.99,2.25,2.46,4.00,3.63,3.72,3.35
shortcake,0.99,2.32,4.41,2.00,6.89,4.14,5.50
shorten,0.99,2.18,3.11,4.00,5.05,2.77,5.35
shorthand,0.99,2.26,3.57,4.00,4.90,4.44,5.45
shortness,0.98,2.04,3.14,2.00,3.75,4.48,4.41
shorts,1.00,2.58,4.82,2.00,5.95,4.23,6.57
shortstop,0.89,1.20,4.23,4.00,5.30,4.40,5.81
shot,1.00,2.45,4.44,2.00,2.82,6.48,3.39
shotgun,1.00,2.43,4.96,2.00,3.50,6.55,4.92
shoulder,1.00,2.33,4.93,2.00,5.10,2.96,4.81
shout,1.00,2.44,4.17,4.00,5.00,6.29,5.85
shove,0.99,2.18,4.04,2.00,3.10,3.83,4.41
shovel,1.00,2.58,4.97,2.00,4.80,3.50,6.42
show,1.00,2.33,3.97,2.00,5.91,4.10,5.83
showboat,0.98,2.05,3.67,6.00,5.00,4.12,5.27
showcase,0.99,2.13,3.39,6.00,6.29,3.71,4.40
showdown,0.99,2.25,3.21,8.00,4.68,5.55,5.08
shower,0.99,2.17,4.89,2.00,7.19,4.15,7.47
showroom,0.99,2.32,4.54,6.00,5.57,3.88,5.00
shrapnel,0.95,1.64,4.57,12.00,3.60,4.96,3.43
shred,1.00,2.33,4.38,6.00,4.53,3.70,5.32
shrew,0.99,2.12,4.07,12.00,3.83,3.87,4.48
shrewd,0.98,1.99,1.92,10.00,4.40,4.18,6.29
shriek,0.97,1.79,3.97,6.00,3.45,5.37,4.00
shrill,0.98,1.97,2.80,6.00,3.33,5.95,3.52
shrimp,0.99,2.24,4.80,4.00,6.95,3.78,5.23
shrine,1.00,2.58,4.47,8.00,5.38,3.35,5.31
shrink,1.00,2.43,3.55,4.00,4.00,3.42,3.70
shrivel,0.98,1.94,3.57,8.00,4.21,4.14,4.05
shroud,0.97,1.83,4.34,12.00,4.21,3.40,4.50
shrug,1.00,2.33,4.21,6.00,4.71,3.90,5.10
shrunken,0.98,2.01,2.93,4.00,3.58,4.43,4.36
shudder,0.99,2.32,3.41,6.00,4.10,4.48,4.16
shuffle,0.99,2.24,3.83,4.00,4.72,3.45,4.92
shuffleboard,0.95,1.57,4.74,4.00,4.77,3.92,5.65
shun,0.97,1.79,2.58,10.00,2.42,4.04,4.63
shunt,0.92,1.37,3.50,12.00,4.20,3.76,4.68
shut,1.00,2.43,3.38,4.00,4.50,4.05,5.61
shutdown,0.99,2.12,3.85,4.00,3.57,2.92,5.35
shutter,0.99,2.15,4.38,2.00,4.70,3.38,5.28
shuttle,1.00,2.58,4.63,10.00,5.65,3.81,5.86
shy,1.00,2.34,2.52,2.00,5.16,3.33,4.50
shyness,1.00,2.35,2.00,4.00,4.43,3.00,5.90
sibling,0.99,2.26,4.37,12.00,7.27,5.16,4.81
sick,1.00,2.43,2.97,2.00,2.29,4.67,2.84
sickening,1.00,2.58,2.32,4.00,2.53,5.05,3.80
sickle,0.98,2.02,4.88,4.00,3.95,3.50,4.32
sickly,0.99,2.32,2.60,6.00,3.16,4.41,3.85
sickness,1.00,2.44,3.45,2.00,2.40,3.95,2.80
side,1.00,2.44,3.68,2.00,5.32,3.14,5.82
sidebar,0.99,2.11,3.21,12.00,4.95,3.85,4.89
sideburns,1.00,2.34,4.96,4.00,4.18,4.29,5.39
sidecar,0.98,1.96,4.82,10.00,6.11,4.73,4.50
sidekick,0.99,2.26,3.24,8.00,6.14,4.08,5.79
sideline,1.00,2.58,3.93,6.00,4.55,3.35,4.50
sideshow,0.99,2.22,4.03,4.00,4.86,5.00,5.58
sidewalk,0.99,2.26,4.96,2.00,5.67,3.65,6.19
sidewinder,0.95,1.57,3.43,12.00,4.26,5.09,4.23
siege,0.98,1.97,3.18,8.00,4.10,5.55,4.39
siesta,0.94,1.54,3.89,8.00,6.38,3.59,6.60
sift,0.96,1.73,3.79,6.00,5.09,3.67,5.43
sigh,1.00,2.43,3.89,6.00,4.29,2.91,5.00
sight,0.99,2.32,3.21,2.00,7.11,3.20,5.94
sightseeing,0.99,2.25,3.11,4.00,7.38,5.08,6.41
sigma,0.89,1.22,2.76,8.00,4.83,3.23,5.26
sign,1.00,2.58,4.62,2.00,5.27,3.19,5.38
signal,0.99,2.31,3.86,4.00,5.27,4.05,7.05
signature,1.00,2.58,4.43,4.00,5.57,3.30,6.88
significance,1.00,2.45,1.68,8.00,6.21,4.00,5.96
significant,0.99,2.27,1.67,8.00,6.60,4.90,6.00
signify,0.99,2.23,1.73,8.00,5.16,4.80,5.58
silence,0.99,2.25,3.33,2.00,5.25,3.48,6.26
silencer,0.99,2.19,4.19,8.00,3.90,3.57,4.00
silent,0.99,2.26,3.67,4.00,5.14,3.21,6.59
silhouette,0.98,1.97,4.57,8.00,6.10,3.14,5.20
silicon,0.98,2.02,4.68,8.00,5.10,4.05,6.19
silicone,0.99,2.06,4.33,12.00,4.26,3.44,5.24
silk,0.99,2.32,4.70,2.00,6.55,3.88,5.55
silken,0.91,1.34,2.80,2.00,6.38,2.70,5.80
silky,1.00,2.33,4.12,2.00,7.00,3.73,5.93
sill,0.92,1.37,4.59,2.00,5.00,3.36,5.41
silly,1.00,2.45,2.20,2.00,6.72,4.86,6.50
silo,0.93,1.48,4.30,6.00,4.59,2.90,4.83
silver,0.99,2.23,4.52,2.00,7.48,4.00,7.05
silverware,1.00,2.40,4.66,4.00,5.76,2.96,5.27
silvery,0.92,1.40,3.04,4.00,5.72,3.67,4.88
similar,0.99,2.25,2.46,4.00,5.86,3.43,5.80
similarity,1.00,2.35,1.90,4.00,6.05,3.14,5.12
simmer,0.99,2.10,3.88,6.00,5.86,3.18,5.41
simple,1.00,2.58,1.62,4.00,7.17,2.71,6.50
simpleton,0.96,1.73,3.12,8.00,4.53,3.18,4.11
simplicity,1.00,2.44,1.96,10.00,7.05,3.57,6.18
simplify,1.00,2.35,1.89,6.00,6.35,3.10,6.41
simulate,0.99,2.11,2.31,12.00,5.76,4.84,5.19
simulation,1.00,2.58,3.03,12.00,5.67,3.83,4.81
simulator,0.99,2.19,3.89,12.00,5.90,3.82,5.43
simultaneous,0.99,2.33,2.25,12.00,5.57,3.48,5.59
sin,0.99,2.17,1.85,2.00,3.08,5.82,5.74
sincere,0.99,2.33,1.81,2.00,6.86,3.91,7.21
sincerity,1.00,2.58,1.97,8.00,7.90,4.42,6.19
sinful,1.00,2.33,1.87,6.00,3.37,5.76,4.09
sing,1.00,2.43,4.34,2.00,7.50,4.10,6.67
singer,0.99,2.33,4.62,2.00,6.90,4.86,5.79
single,1.00,2.42,3.27,2.00,5.39,3.85,4.83
singular,0.99,2.27,2.21,6.00,4.89,3.12,5.24
sinister,1.00,2.44,2.38,10.00,2.63,5.10,4.15
sink,0.99,2.26,4.74,2.00,4.62,3.70,4.10
sinker,0.96,1.71,3.85,8.00,4.84,3.45,3.96
sinner,0.99,2.33,3.07,2.00,3.25,5.38,5.67
sinus,0.98,2.00,4.27,12.00,3.57,3.23,4.78
sip,0.99,2.11,4.17,2.00,5.38,2.71,6.30
sir,0.99,2.26,3.10,4.00,5.45,4.33,5.11
siren,0.98,1.97,4.45,4.00,3.80,6.10,4.88
sirloin,0.98,2.02,4.66,6.00,7.38,4.00,5.90
sissy,0.99,2.18,2.63,2.00,3.42,3.26,4.61
sister,1.00,2.33,4.00,2.00,7.00,3.86,5.59
sisterhood,1.00,2.33,2.53,4.00,5.68,4.33,4.88
sit,1.00,2.35,4.80,2.00,5.82,3.19,6.06
sitcom,0.98,2.00,3.83,13.00,6.10,3.29,4.90
site,1.00,2.33,4.56,4.00,5.22,3.55,6.09
sitter,0.99,2.25,3.89,6.00,4.89,2.73,4.68
situation,1.00,2.43,2.03,6.00,5.33,4.05,4.33
six,0.99,2.32,3.43,2.00,4.85,3.18,5.58
sixpence,0.92,1.37,4.45,6.00,4.62,3.52,5.22
sixteen,1.00,2.44,3.88,4.00,6.30,4.20,4.36
sixty,1.00,2.58,3.56,2.00,4.70,3.90,4.77
sizable,0.96,1.69,2.70,8.00,6.62,4.30,6.19
size,1.00,2.58,3.13,2.00,5.61,3.14,5.22
sizzle,0.99,2.06,3.48,4.00,6.14,4.39,4.85
skate,1.00,2.44,4.56,2.00,6.74,4.48,4.84
skateboard,1.00,2.58,4.86,4.00,5.16,4.00,5.16
skater,0.98,2.00,4.65,2.00,6.16,3.95,5.24
skedaddle,0.88,1.15,3.04,10.00,5.24,4.11,5.05
skeet,0.81,0.87,4.23,12.00,4.25,5.10,5.42
skeletal,0.98,1.97,3.67,8.00,3.63,4.20,5.65
skeleton,0.99,2.18,4.97,4.00,4.37,4.55,4.64
skeptic,0.98,1.98,2.31,10.00,4.21,5.35,5.59
skeptical,0.97,1.87,1.70,10.00,3.58,5.45,5.26
skepticism,0.97,1.80,2.14,12.00,4.30,5.30,4.92
sketch,1.00,2.44,4.56,6.00,6.21,4.33,6.20
